Kuukausi,Polttoneste,Hinta,"Hinta, vuosimuutos (%)"
2014-01-01,"Moottoribensiini 95 E 10, snt/l",163.1,1.2
2014-01-01,"Dieselöljy, snt/l",153.3,0.2
2014-01-01,"Kevyt polttoöljy, snt/l",105.2,-6.1
2014-01-01,"Kevyt polttoöljy, eur/MWh",105.7,-6.1
2014-02-01,"Moottoribensiini 95 E 10, snt/l",160.7,-2.1
2014-02-01,"Dieselöljy, snt/l",151.8,-1.9
2014-02-01,"Kevyt polttoöljy, snt/l",105.5,-7.5
2014-02-01,"Kevyt polttoöljy, eur/MWh",106.0,-7.5
2014-03-01,"Moottoribensiini 95 E 10, snt/l",159.8,-3.7
2014-03-01,"Dieselöljy, snt/l",150.6,-3.3
2014-03-01,"Kevyt polttoöljy, snt/l",102.0,-9.5
2014-03-01,"Kevyt polttoöljy, eur/MWh",102.5,-9.5
2014-04-01,"Moottoribensiini 95 E 10, snt/l",162.7,-1.8
2014-04-01,"Dieselöljy, snt/l",152.3,-1.1
2014-04-01,"Kevyt polttoöljy, snt/l",103.5,-4.8
2014-04-01,"Kevyt polttoöljy, eur/MWh",104.0,-4.8
2014-05-01,"Moottoribensiini 95 E 10, snt/l",161.8,0.8
2014-05-01,"Dieselöljy, snt/l",150.7,1.8
2014-05-01,"Kevyt polttoöljy, snt/l",104.1,-3.7
2014-05-01,"Kevyt polttoöljy, eur/MWh",104.6,-3.7
2014-06-01,"Moottoribensiini 95 E 10, snt/l",162.0,-0.5
2014-06-01,"Dieselöljy, snt/l",148.1,0.4
2014-06-01,"Kevyt polttoöljy, snt/l",104.0,-3.2
2014-06-01,"Kevyt polttoöljy, eur/MWh",104.5,-3.2
2014-07-01,"Moottoribensiini 95 E 10, snt/l",166.2,0.4
2014-07-01,"Dieselöljy, snt/l",149.0,0.4
2014-07-01,"Kevyt polttoöljy, snt/l",104.2,-6.9
2014-07-01,"Kevyt polttoöljy, eur/MWh",104.7,-6.9
2014-08-01,"Moottoribensiini 95 E 10, snt/l",165.5,0.2
2014-08-01,"Dieselöljy, snt/l",148.1,-0.1
2014-08-01,"Kevyt polttoöljy, snt/l",105.0,-5.4
2014-08-01,"Kevyt polttoöljy, eur/MWh",105.5,-5.4
2014-09-01,"Moottoribensiini 95 E 10, snt/l",162.4,-2.1
2014-09-01,"Dieselöljy, snt/l",145.7,-2.9
2014-09-01,"Kevyt polttoöljy, snt/l",104.3,-8.2
2014-09-01,"Kevyt polttoöljy, eur/MWh",104.8,-8.2
2014-10-01,"Moottoribensiini 95 E 10, snt/l",159.5,-1.6
2014-10-01,"Dieselöljy, snt/l",143.3,-5.0
2014-10-01,"Kevyt polttoöljy, snt/l",100.2,-8.8
2014-10-01,"Kevyt polttoöljy, eur/MWh",100.7,-8.8
2014-11-01,"Moottoribensiini 95 E 10, snt/l",152.1,-4.1
2014-11-01,"Dieselöljy, snt/l",142.9,-3.6
2014-11-01,"Kevyt polttoöljy, snt/l",98.8,-8.2
2014-11-01,"Kevyt polttoöljy, eur/MWh",99.3,-8.2
2014-12-01,"Moottoribensiini 95 E 10, snt/l",144.1,-9.5
2014-12-01,"Dieselöljy, snt/l",135.1,-9.6
2014-12-01,"Kevyt polttoöljy, snt/l",86.4,-20.2
2014-12-01,"Kevyt polttoöljy, eur/MWh",86.8,-20.2
2015-01-01,"Moottoribensiini 95 E 10, snt/l",136.7,-16.2
2015-01-01,"Dieselöljy, snt/l",127.9,-16.6
2015-01-01,"Kevyt polttoöljy, snt/l",80.5,-23.5
2015-01-01,"Kevyt polttoöljy, eur/MWh",80.5,-23.8
2015-02-01,"Moottoribensiini 95 E 10, snt/l",138.0,-14.1
2015-02-01,"Dieselöljy, snt/l",128.5,-15.3
2015-02-01,"Kevyt polttoöljy, snt/l",92.6,-12.2
2015-02-01,"Kevyt polttoöljy, eur/MWh",92.6,-12.6
2015-03-01,"Moottoribensiini 95 E 10, snt/l",145.1,-9.2
2015-03-01,"Dieselöljy, snt/l",135.1,-10.3
2015-03-01,"Kevyt polttoöljy, snt/l",92.1,-9.7
2015-03-01,"Kevyt polttoöljy, eur/MWh",92.1,-10.1
2015-04-01,"Moottoribensiini 95 E 10, snt/l",148.9,-8.5
2015-04-01,"Dieselöljy, snt/l",135.3,-11.2
2015-04-01,"Kevyt polttoöljy, snt/l",93.5,-9.7
2015-04-01,"Kevyt polttoöljy, eur/MWh",93.5,-10.1
2015-05-01,"Moottoribensiini 95 E 10, snt/l",153.1,-5.4
2015-05-01,"Dieselöljy, snt/l",134.1,-11.0
2015-05-01,"Kevyt polttoöljy, snt/l",95.7,-8.1
2015-05-01,"Kevyt polttoöljy, eur/MWh",95.7,-8.5
2015-06-01,"Moottoribensiini 95 E 10, snt/l",155.2,-4.2
2015-06-01,"Dieselöljy, snt/l",135.6,-8.4
2015-06-01,"Kevyt polttoöljy, snt/l",90.3,-13.2
2015-06-01,"Kevyt polttoöljy, eur/MWh",90.3,-13.6
2015-07-01,"Moottoribensiini 95 E 10, snt/l",156.3,-6.0
2015-07-01,"Dieselöljy, snt/l",135.4,-9.1
2015-07-01,"Kevyt polttoöljy, snt/l",84.3,-19.1
2015-07-01,"Kevyt polttoöljy, eur/MWh",84.3,-19.5
2015-08-01,"Moottoribensiini 95 E 10, snt/l",152.4,-7.9
2015-08-01,"Dieselöljy, snt/l",129.5,-12.6
2015-08-01,"Kevyt polttoöljy, snt/l",80.0,-23.8
2015-08-01,"Kevyt polttoöljy, eur/MWh",80.0,-24.2
2015-09-01,"Moottoribensiini 95 E 10, snt/l",143.4,-11.7
2015-09-01,"Dieselöljy, snt/l",123.2,-15.4
2015-09-01,"Kevyt polttoöljy, snt/l",79.0,-24.3
2015-09-01,"Kevyt polttoöljy, eur/MWh",79.0,-24.6
2015-10-01,"Moottoribensiini 95 E 10, snt/l",140.4,-12.0
2015-10-01,"Dieselöljy, snt/l",123.6,-13.7
2015-10-01,"Kevyt polttoöljy, snt/l",77.6,-22.6
2015-10-01,"Kevyt polttoöljy, eur/MWh",77.6,-22.9
2015-11-01,"Moottoribensiini 95 E 10, snt/l",140.9,-7.4
2015-11-01,"Dieselöljy, snt/l",124.5,-12.9
2015-11-01,"Kevyt polttoöljy, snt/l",78.1,-21.0
2015-11-01,"Kevyt polttoöljy, eur/MWh",78.1,-21.3
2015-12-01,"Moottoribensiini 95 E 10, snt/l",137.0,-4.9
2015-12-01,"Dieselöljy, snt/l",120.6,-10.7
2015-12-01,"Kevyt polttoöljy, snt/l",66.4,-23.1
2015-12-01,"Kevyt polttoöljy, eur/MWh",66.4,-23.5
2016-01-01,"Moottoribensiini 95 E 10, snt/l",135.2,-1.1
2016-01-01,"Dieselöljy, snt/l",115.9,-9.4
2016-01-01,"Kevyt polttoöljy, snt/l",65.2,-19.0
2016-01-01,"Kevyt polttoöljy, eur/MWh",65.0,-19.3
2016-02-01,"Moottoribensiini 95 E 10, snt/l",130.4,-5.5
2016-02-01,"Dieselöljy, snt/l",110.7,-13.9
2016-02-01,"Kevyt polttoöljy, snt/l",64.3,-30.6
2016-02-01,"Kevyt polttoöljy, eur/MWh",64.1,-30.8
2016-03-01,"Moottoribensiini 95 E 10, snt/l",131.2,-9.6
2016-03-01,"Dieselöljy, snt/l",113.6,-15.9
2016-03-01,"Kevyt polttoöljy, snt/l",73.0,-20.7
2016-03-01,"Kevyt polttoöljy, eur/MWh",72.8,-21.0
2016-04-01,"Moottoribensiini 95 E 10, snt/l",133.5,-10.3
2016-04-01,"Dieselöljy, snt/l",113.1,-16.4
2016-04-01,"Kevyt polttoöljy, snt/l",73.1,-21.8
2016-04-01,"Kevyt polttoöljy, eur/MWh",72.9,-22.1
2016-05-01,"Moottoribensiini 95 E 10, snt/l",138.0,-9.9
2016-05-01,"Dieselöljy, snt/l",116.3,-13.3
2016-05-01,"Kevyt polttoöljy, snt/l",76.2,-20.4
2016-05-01,"Kevyt polttoöljy, eur/MWh",75.9,-20.7
2016-06-01,"Moottoribensiini 95 E 10, snt/l",142.8,-8.0
2016-06-01,"Dieselöljy, snt/l",122.1,-10.0
2016-06-01,"Kevyt polttoöljy, snt/l",81.5,-9.7
2016-06-01,"Kevyt polttoöljy, eur/MWh",81.2,-10.1
2016-07-01,"Moottoribensiini 95 E 10, snt/l",138.2,-11.6
2016-07-01,"Dieselöljy, snt/l",118.0,-12.9
2016-07-01,"Kevyt polttoöljy, snt/l",76.7,-9.0
2016-07-01,"Kevyt polttoöljy, eur/MWh",76.4,-9.3
2016-08-01,"Moottoribensiini 95 E 10, snt/l",133.4,-12.5
2016-08-01,"Dieselöljy, snt/l",113.6,-12.3
2016-08-01,"Kevyt polttoöljy, snt/l",76.2,-4.8
2016-08-01,"Kevyt polttoöljy, eur/MWh",75.9,-5.1
2016-09-01,"Moottoribensiini 95 E 10, snt/l",138.3,-3.6
2016-09-01,"Dieselöljy, snt/l",119.0,-3.4
2016-09-01,"Kevyt polttoöljy, snt/l",77.7,-1.6
2016-09-01,"Kevyt polttoöljy, eur/MWh",77.4,-2.0
2016-10-01,"Moottoribensiini 95 E 10, snt/l",141.5,0.8
2016-10-01,"Dieselöljy, snt/l",124.0,0.3
2016-10-01,"Kevyt polttoöljy, snt/l",83.4,7.5
2016-10-01,"Kevyt polttoöljy, eur/MWh",83.1,7.1
2016-11-01,"Moottoribensiini 95 E 10, snt/l",138.0,-2.1
2016-11-01,"Dieselöljy, snt/l",125.7,1.0
2016-11-01,"Kevyt polttoöljy, snt/l",79.0,1.2
2016-11-01,"Kevyt polttoöljy, eur/MWh",78.7,0.8
2016-12-01,"Moottoribensiini 95 E 10, snt/l",143.0,4.4
2016-12-01,"Dieselöljy, snt/l",132.4,9.8
2016-12-01,"Kevyt polttoöljy, snt/l",88.3,33.0
2016-12-01,"Kevyt polttoöljy, eur/MWh",88.0,32.5
2017-01-01,"Moottoribensiini 95 E 10, snt/l",147.5,9.1
2017-01-01,"Dieselöljy, snt/l",136.1,17.4
2017-01-01,"Kevyt polttoöljy, snt/l",90.0,38.0
2017-01-01,"Kevyt polttoöljy, eur/MWh",89.7,38.0
2017-02-01,"Moottoribensiini 95 E 10, snt/l",150.5,15.4
2017-02-01,"Dieselöljy, snt/l",136.5,23.3
2017-02-01,"Kevyt polttoöljy, snt/l",90.1,40.1
2017-02-01,"Kevyt polttoöljy, eur/MWh",89.8,40.1
2017-03-01,"Moottoribensiini 95 E 10, snt/l",146.3,11.5
2017-03-01,"Dieselöljy, snt/l",132.1,16.3
2017-03-01,"Kevyt polttoöljy, snt/l",87.3,19.6
2017-03-01,"Kevyt polttoöljy, eur/MWh",87.0,19.6
2017-04-01,"Moottoribensiini 95 E 10, snt/l",147.1,10.2
2017-04-01,"Dieselöljy, snt/l",128.5,13.6
2017-04-01,"Kevyt polttoöljy, snt/l",91.0,24.5
2017-04-01,"Kevyt polttoöljy, eur/MWh",90.7,24.5
2017-05-01,"Moottoribensiini 95 E 10, snt/l",145.6,5.5
2017-05-01,"Dieselöljy, snt/l",125.1,7.6
2017-05-01,"Kevyt polttoöljy, snt/l",85.2,11.8
2017-05-01,"Kevyt polttoöljy, eur/MWh",84.9,11.8
2017-06-01,"Moottoribensiini 95 E 10, snt/l",146.1,2.3
2017-06-01,"Dieselöljy, snt/l",125.2,2.5
2017-06-01,"Kevyt polttoöljy, snt/l",82.2,0.9
2017-06-01,"Kevyt polttoöljy, eur/MWh",81.9,0.9
2017-07-01,"Moottoribensiini 95 E 10, snt/l",144.6,4.6
2017-07-01,"Dieselöljy, snt/l",124.4,5.4
2017-07-01,"Kevyt polttoöljy, snt/l",82.4,7.4
2017-07-01,"Kevyt polttoöljy, eur/MWh",82.1,7.4
2017-08-01,"Moottoribensiini 95 E 10, snt/l",144.6,8.4
2017-08-01,"Dieselöljy, snt/l",125.0,10.0
2017-08-01,"Kevyt polttoöljy, snt/l",84.8,11.3
2017-08-01,"Kevyt polttoöljy, eur/MWh",84.5,11.3
2017-09-01,"Moottoribensiini 95 E 10, snt/l",145.8,5.4
2017-09-01,"Dieselöljy, snt/l",126.6,6.4
2017-09-01,"Kevyt polttoöljy, snt/l",87.9,13.1
2017-09-01,"Kevyt polttoöljy, eur/MWh",87.6,13.1
2017-10-01,"Moottoribensiini 95 E 10, snt/l",143.2,1.2
2017-10-01,"Dieselöljy, snt/l",127.1,2.5
2017-10-01,"Kevyt polttoöljy, snt/l",88.9,6.6
2017-10-01,"Kevyt polttoöljy, eur/MWh",88.6,6.6
2017-11-01,"Moottoribensiini 95 E 10, snt/l",149.3,8.2
2017-11-01,"Dieselöljy, snt/l",134.8,7.2
2017-11-01,"Kevyt polttoöljy, snt/l",93.1,17.8
2017-11-01,"Kevyt polttoöljy, eur/MWh",92.8,17.8
2017-12-01,"Moottoribensiini 95 E 10, snt/l",142.6,-0.3
2017-12-01,"Dieselöljy, snt/l",130.5,-1.4
2017-12-01,"Kevyt polttoöljy, snt/l",92.1,4.3
2017-12-01,"Kevyt polttoöljy, eur/MWh",91.8,4.3
2018-01-01,"Moottoribensiini 95 E 10, snt/l",146.4,-0.7
2018-01-01,"Dieselöljy, snt/l",135.1,-0.7
2018-01-01,"Kevyt polttoöljy, snt/l",98.2,9.1
2018-01-01,"Kevyt polttoöljy, eur/MWh",97.9,9.1
2018-02-01,"Moottoribensiini 95 E 10, snt/l",144.5,-4.0
2018-02-01,"Dieselöljy, snt/l",132.6,-2.9
2018-02-01,"Kevyt polttoöljy, snt/l",91.5,1.6
2018-02-01,"Kevyt polttoöljy, eur/MWh",91.2,1.6
2018-03-01,"Moottoribensiini 95 E 10, snt/l",143.3,-2.1
2018-03-01,"Dieselöljy, snt/l",131.8,-0.2
2018-03-01,"Kevyt polttoöljy, snt/l",91.2,4.5
2018-03-01,"Kevyt polttoöljy, eur/MWh",90.9,4.5
2018-04-01,"Moottoribensiini 95 E 10, snt/l",144.7,-1.6
2018-04-01,"Dieselöljy, snt/l",130.8,1.8
2018-04-01,"Kevyt polttoöljy, snt/l",97.4,7.0
2018-04-01,"Kevyt polttoöljy, eur/MWh",97.1,7.0
2018-05-01,"Moottoribensiini 95 E 10, snt/l",150.2,3.2
2018-05-01,"Dieselöljy, snt/l",134.6,7.6
2018-05-01,"Kevyt polttoöljy, snt/l",101.9,19.6
2018-05-01,"Kevyt polttoöljy, eur/MWh",101.6,19.6
2018-06-01,"Moottoribensiini 95 E 10, snt/l",155.4,6.4
2018-06-01,"Dieselöljy, snt/l",139.7,11.6
2018-06-01,"Kevyt polttoöljy, snt/l",102.3,24.5
2018-06-01,"Kevyt polttoöljy, eur/MWh",102.0,24.5
2018-07-01,"Moottoribensiini 95 E 10, snt/l",151.6,4.8
2018-07-01,"Dieselöljy, snt/l",135.6,9.0
2018-07-01,"Kevyt polttoöljy, snt/l",101.1,22.7
2018-07-01,"Kevyt polttoöljy, eur/MWh",100.8,22.7
2018-08-01,"Moottoribensiini 95 E 10, snt/l",157.0,8.6
2018-08-01,"Dieselöljy, snt/l",139.6,11.7
2018-08-01,"Kevyt polttoöljy, snt/l",103.3,21.8
2018-08-01,"Kevyt polttoöljy, eur/MWh",103.0,21.8
2018-09-01,"Moottoribensiini 95 E 10, snt/l",157.8,8.2
2018-09-01,"Dieselöljy, snt/l",140.3,10.8
2018-09-01,"Kevyt polttoöljy, snt/l",104.1,18.4
2018-09-01,"Kevyt polttoöljy, eur/MWh",103.8,18.4
2018-10-01,"Moottoribensiini 95 E 10, snt/l",153.8,7.4
2018-10-01,"Dieselöljy, snt/l",144.5,13.7
2018-10-01,"Kevyt polttoöljy, snt/l",107.6,21.0
2018-10-01,"Kevyt polttoöljy, eur/MWh",107.2,21.0
2018-11-01,"Moottoribensiini 95 E 10, snt/l",155.0,3.8
2018-11-01,"Dieselöljy, snt/l",154.6,14.7
2018-11-01,"Kevyt polttoöljy, snt/l",103.3,11.0
2018-11-01,"Kevyt polttoöljy, eur/MWh",103.0,11.0
2018-12-01,"Moottoribensiini 95 E 10, snt/l",148.0,3.8
2018-12-01,"Dieselöljy, snt/l",147.0,12.6
2018-12-01,"Kevyt polttoöljy, snt/l",93.0,1.0
2018-12-01,"Kevyt polttoöljy, eur/MWh",92.7,1.0
2019-01-01,"Moottoribensiini 95 E 10, snt/l",144.0,-1.6
2019-01-01,"Dieselöljy, snt/l",139.0,2.9
2019-01-01,"Kevyt polttoöljy, snt/l",93.0,-5.3
2019-01-01,"Kevyt polttoöljy, eur/MWh",92.3,-5.7
2019-02-01,"Moottoribensiini 95 E 10, snt/l",143.0,-1.0
2019-02-01,"Dieselöljy, snt/l",140.0,5.6
2019-02-01,"Kevyt polttoöljy, snt/l",97.0,6.0
2019-02-01,"Kevyt polttoöljy, eur/MWh",96.2,5.5
2019-03-01,"Moottoribensiini 95 E 10, snt/l",148.0,3.3
2019-03-01,"Dieselöljy, snt/l",144.0,9.3
2019-03-01,"Kevyt polttoöljy, snt/l",100.0,9.6
2019-03-01,"Kevyt polttoöljy, eur/MWh",99.2,9.1
2019-04-01,"Moottoribensiini 95 E 10, snt/l",156.0,7.8
2019-04-01,"Dieselöljy, snt/l",142.0,8.6
2019-04-01,"Kevyt polttoöljy, snt/l",101.0,3.7
2019-04-01,"Kevyt polttoöljy, eur/MWh",100.2,3.2
2019-05-01,"Moottoribensiini 95 E 10, snt/l",159.0,5.9
2019-05-01,"Dieselöljy, snt/l",142.0,5.5
2019-05-01,"Kevyt polttoöljy, snt/l",103.0,1.1
2019-05-01,"Kevyt polttoöljy, eur/MWh",102.2,0.6
2019-06-01,"Moottoribensiini 95 E 10, snt/l",158.0,1.7
2019-06-01,"Dieselöljy, snt/l",140.0,0.2
2019-06-01,"Kevyt polttoöljy, snt/l",95.0,-7.1
2019-06-01,"Kevyt polttoöljy, eur/MWh",94.2,-7.6
2019-07-01,"Moottoribensiini 95 E 10, snt/l",157.0,3.6
2019-07-01,"Dieselöljy, snt/l",138.0,1.8
2019-07-01,"Kevyt polttoöljy, snt/l",98.0,-3.1
2019-07-01,"Kevyt polttoöljy, eur/MWh",97.2,-3.5
2019-08-01,"Moottoribensiini 95 E 10, snt/l",154.0,-1.9
2019-08-01,"Dieselöljy, snt/l",136.0,-2.6
2019-08-01,"Kevyt polttoöljy, snt/l",95.0,-8.0
2019-08-01,"Kevyt polttoöljy, eur/MWh",94.2,-8.5
2019-09-01,"Moottoribensiini 95 E 10, snt/l",154.0,-2.4
2019-09-01,"Dieselöljy, snt/l",140.0,-0.2
2019-09-01,"Kevyt polttoöljy, snt/l",99.0,-4.9
2019-09-01,"Kevyt polttoöljy, eur/MWh",98.2,-5.3
2019-10-01,"Moottoribensiini 95 E 10, snt/l",153.0,-0.5
2019-10-01,"Dieselöljy, snt/l",142.0,-1.7
2019-10-01,"Kevyt polttoöljy, snt/l",99.0,-8.0
2019-10-01,"Kevyt polttoöljy, eur/MWh",98.2,-8.4
2019-11-01,"Moottoribensiini 95 E 10, snt/l",153.0,-1.3
2019-11-01,"Dieselöljy, snt/l",142.0,-8.2
2019-11-01,"Kevyt polttoöljy, snt/l",98.0,-5.1
2019-11-01,"Kevyt polttoöljy, eur/MWh",97.2,-5.6
2019-12-01,"Moottoribensiini 95 E 10, snt/l",153.0,3.4
2019-12-01,"Dieselöljy, snt/l",143.0,-2.7
2019-12-01,"Kevyt polttoöljy, snt/l",99.0,6.5
2019-12-01,"Kevyt polttoöljy, eur/MWh",98.2,6.0
2020-01-01,"Moottoribensiini 95 E 10, snt/l",155.0,7.6
2020-01-01,"Dieselöljy, snt/l",146.0,5.0
2020-01-01,"Kevyt polttoöljy, snt/l",99.0,6.5
2020-01-01,"Kevyt polttoöljy, eur/MWh",98.9,7.2
2020-02-01,"Moottoribensiini 95 E 10, snt/l",151.0,5.6
2020-02-01,"Dieselöljy, snt/l",139.0,-0.7
2020-02-01,"Kevyt polttoöljy, snt/l",91.0,-6.2
2020-02-01,"Kevyt polttoöljy, eur/MWh",90.9,-5.5
2020-03-01,"Moottoribensiini 95 E 10, snt/l",143.0,-3.4
2020-03-01,"Dieselöljy, snt/l",130.0,-9.7
2020-03-01,"Kevyt polttoöljy, snt/l",77.0,-23.0
2020-03-01,"Kevyt polttoöljy, eur/MWh",76.9,-22.4
2020-04-01,"Moottoribensiini 95 E 10, snt/l",133.0,-14.7
2020-04-01,"Dieselöljy, snt/l",123.0,-13.4
2020-04-01,"Kevyt polttoöljy, snt/l",70.0,-30.7
2020-04-01,"Kevyt polttoöljy, eur/MWh",69.9,-30.2
2020-05-01,"Moottoribensiini 95 E 10, snt/l",128.0,-19.5
2020-05-01,"Dieselöljy, snt/l",116.0,-18.3
2020-05-01,"Kevyt polttoöljy, snt/l",60.0,-41.7
2020-05-01,"Kevyt polttoöljy, eur/MWh",60.0,-41.3
2020-06-01,"Moottoribensiini 95 E 10, snt/l",135.0,-14.6
2020-06-01,"Dieselöljy, snt/l",118.0,-15.7
2020-06-01,"Kevyt polttoöljy, snt/l",74.0,-22.1
2020-06-01,"Kevyt polttoöljy, eur/MWh",73.9,-21.5
2020-07-01,"Moottoribensiini 95 E 10, snt/l",140.0,-10.8
2020-07-01,"Dieselöljy, snt/l",122.0,-11.6
2020-07-01,"Kevyt polttoöljy, snt/l",77.0,-21.4
2020-07-01,"Kevyt polttoöljy, eur/MWh",76.9,-20.9
2020-08-01,"Moottoribensiini 95 E 10, snt/l",145.0,-5.8
2020-08-01,"Dieselöljy, snt/l",128.0,-5.9
2020-08-01,"Kevyt polttoöljy, snt/l",76.0,-20.0
2020-08-01,"Kevyt polttoöljy, eur/MWh",75.9,-19.4
2020-09-01,"Moottoribensiini 95 E 10, snt/l",145.0,-5.8
2020-09-01,"Dieselöljy, snt/l",125.0,-10.7
2020-09-01,"Kevyt polttoöljy, snt/l",71.0,-28.3
2020-09-01,"Kevyt polttoöljy, eur/MWh",70.9,-27.8
2020-10-01,"Moottoribensiini 95 E 10, snt/l",145.0,-5.2
2020-10-01,"Dieselöljy, snt/l",124.0,-12.7
2020-10-01,"Kevyt polttoöljy, snt/l",72.0,-27.3
2020-10-01,"Kevyt polttoöljy, eur/MWh",71.9,-26.7
2020-11-01,"Moottoribensiini 95 E 10, snt/l",138.0,-9.8
2020-11-01,"Dieselöljy, snt/l",124.0,-12.7
2020-11-01,"Kevyt polttoöljy, snt/l",72.0,-26.5
2020-11-01,"Kevyt polttoöljy, eur/MWh",71.9,-26.0
2020-12-01,"Moottoribensiini 95 E 10, snt/l",143.0,-6.5
2020-12-01,"Dieselöljy, snt/l",130.0,-9.1
2020-12-01,"Kevyt polttoöljy, snt/l",77.0,-22.2
2020-12-01,"Kevyt polttoöljy, eur/MWh",76.9,-21.7
2021-01-01,"Moottoribensiini 95 E 10, snt/l",148.0,-4.5
2021-01-01,"Dieselöljy, snt/l",138.0,-5.5
2021-01-01,"Kevyt polttoöljy, snt/l",86.0,-13.1
2021-01-01,"Kevyt polttoöljy, eur/MWh",85.9,-13.1
2021-02-01,"Moottoribensiini 95 E 10, snt/l",155.0,2.6
2021-02-01,"Dieselöljy, snt/l",144.0,3.6
2021-02-01,"Kevyt polttoöljy, snt/l",92.0,1.1
2021-02-01,"Kevyt polttoöljy, eur/MWh",91.9,1.1
2021-03-01,"Moottoribensiini 95 E 10, snt/l",161.0,12.6
2021-03-01,"Dieselöljy, snt/l",150.0,15.4
2021-03-01,"Kevyt polttoöljy, snt/l",96.0,24.7
2021-03-01,"Kevyt polttoöljy, eur/MWh",95.9,24.7
2021-04-01,"Moottoribensiini 95 E 10, snt/l",164.0,23.3
2021-04-01,"Dieselöljy, snt/l",150.0,22.0
2021-04-01,"Kevyt polttoöljy, snt/l",93.0,32.9
2021-04-01,"Kevyt polttoöljy, eur/MWh",92.9,32.9
2021-05-01,"Moottoribensiini 95 E 10, snt/l",166.0,29.7
2021-05-01,"Dieselöljy, snt/l",150.0,29.3
2021-05-01,"Kevyt polttoöljy, snt/l",97.0,61.7
2021-05-01,"Kevyt polttoöljy, eur/MWh",96.9,61.7
2021-06-01,"Moottoribensiini 95 E 10, snt/l",164.0,21.5
2021-06-01,"Dieselöljy, snt/l",149.0,26.3
2021-06-01,"Kevyt polttoöljy, snt/l",99.0,33.8
2021-06-01,"Kevyt polttoöljy, eur/MWh",98.9,33.8
2021-07-01,"Moottoribensiini 95 E 10, snt/l",170.0,21.4
2021-07-01,"Dieselöljy, snt/l",152.0,24.6
2021-07-01,"Kevyt polttoöljy, snt/l",101.0,31.2
2021-07-01,"Kevyt polttoöljy, eur/MWh",100.9,31.2
2021-08-01,"Moottoribensiini 95 E 10, snt/l",173.0,19.3
2021-08-01,"Dieselöljy, snt/l",153.0,19.5
2021-08-01,"Kevyt polttoöljy, snt/l",101.0,32.9
2021-08-01,"Kevyt polttoöljy, eur/MWh",100.9,32.9
2021-09-01,"Moottoribensiini 95 E 10, snt/l",172.0,18.6
2021-09-01,"Dieselöljy, snt/l",152.0,21.6
2021-09-01,"Kevyt polttoöljy, snt/l",103.0,45.1
2021-09-01,"Kevyt polttoöljy, eur/MWh",102.9,45.1
2021-10-01,"Moottoribensiini 95 E 10, snt/l",180.0,24.1
2021-10-01,"Dieselöljy, snt/l",163.0,31.5
2021-10-01,"Kevyt polttoöljy, snt/l",114.0,58.3
2021-10-01,"Kevyt polttoöljy, eur/MWh",113.9,58.3
2021-11-01,"Moottoribensiini 95 E 10, snt/l",189.0,37.0
2021-11-01,"Dieselöljy, snt/l",170.0,37.1
2021-11-01,"Kevyt polttoöljy, snt/l",115.0,59.7
2021-11-01,"Kevyt polttoöljy, eur/MWh",114.9,59.7
2021-12-01,"Moottoribensiini 95 E 10, snt/l",182.0,27.3
2021-12-01,"Dieselöljy, snt/l",167.0,28.5
2021-12-01,"Kevyt polttoöljy, snt/l",111.0,44.2
2021-12-01,"Kevyt polttoöljy, eur/MWh",110.9,44.2
2022-01-01,"Moottoribensiini 95 E 10, snt/l",188.0,27.0
2022-01-01,"Dieselöljy, snt/l",178.0,29.0
2022-01-01,"Kevyt polttoöljy, snt/l",118.0,37.2
2022-01-01,"Kevyt polttoöljy, eur/MWh",117.9,37.2
2022-02-01,"Moottoribensiini 95 E 10, snt/l",194.0,25.2
2022-02-01,"Dieselöljy, snt/l",187.0,29.9
2022-02-01,"Kevyt polttoöljy, snt/l",129.0,40.2
2022-02-01,"Kevyt polttoöljy, eur/MWh",128.9,40.2
2022-03-01,"Moottoribensiini 95 E 10, snt/l",223.0,38.5
2022-03-01,"Dieselöljy, snt/l",233.0,55.3
2022-03-01,"Kevyt polttoöljy, snt/l",206.0,114.6
2022-03-01,"Kevyt polttoöljy, eur/MWh",205.8,114.6
2022-04-01,"Moottoribensiini 95 E 10, snt/l",217.0,32.3
2022-04-01,"Dieselöljy, snt/l",222.0,48.0
2022-04-01,"Kevyt polttoöljy, snt/l",159.0,71.0
2022-04-01,"Kevyt polttoöljy, eur/MWh",158.9,71.0
2022-05-01,"Moottoribensiini 95 E 10, snt/l",230.0,38.6
2022-05-01,"Dieselöljy, snt/l",227.0,51.3
2022-05-01,"Kevyt polttoöljy, snt/l",174.0,79.4
2022-05-01,"Kevyt polttoöljy, eur/MWh",173.9,79.4
2022-06-01,"Moottoribensiini 95 E 10, snt/l",257.0,56.7
2022-06-01,"Dieselöljy, snt/l",244.0,63.8
2022-06-01,"Kevyt polttoöljy, snt/l",195.0,97.0
2022-06-01,"Kevyt polttoöljy, eur/MWh",194.8,97.0
2022-07-01,"Moottoribensiini 95 E 10, snt/l",233.0,37.1
2022-07-01,"Dieselöljy, snt/l",227.0,49.3
2022-07-01,"Kevyt polttoöljy, snt/l",178.0,76.2
2022-07-01,"Kevyt polttoöljy, eur/MWh",177.9,76.2
2022-08-01,"Moottoribensiini 95 E 10, snt/l",214.0,23.7
